Area,Mapped,Number,Project,Address,City,State,Latitude,Longitude,Description,Developer_General_Contractor,Cost,Date,Status,Checked,Map Circle color
09-Southtowns,,,Aurora Village Shopping Center,123 Grey St.,East Aurora,NY,42.7656050,-78.6341830,Plaza renovations for TJMaxx,Benderson Development Co. LLC,$5.0,2015,Completed,Benderson Development Co. LLC,#CA6266
09-Southtowns,,,BJ's Wholesale Club,4408 Milestrip Road,Hamburg,NY,42.7904120,-78.8136100,Retail store,,$3.8,2015,Completed,Hamburg IDA,#CA6266
09-Southtowns,,,Brookview Apartments,4701 Southwestern Blvd.,Hamburg,NY,42.7587350,-78.8357830,"Apartments buildings, phase 2",Wetzl Development,$2.1,2015,Completed,,#CA6266
09-Southtowns,,,Buffalo & Erie County Library,102 Buffalo St.,Hamburg,NY,42.7189160,-78.8297050,Library,Town of Hamburg,$3.5,2015,Completed,Hamburg IDA,#CA6266
09-Southtowns,,,Buffalo Bills Gameday Operations Center,One Bills Drive,Orchard Park,NY,42.7737270,-78.7865750,"12,500 SF administration and service building ","Kideney Architects, LPCiminelli",$2.3,2015,Completed,Kideney,#CA6266
09-Southtowns,,,Buffalo Medical Group PC Southtowns Expansion,3900 N. Buffalo Road,Orchard Park,NY,42.7772690,-78.7461810,Construction of Class A medical office space,McGuire Development Co.,$1.7,2016,Completed,McGuire,#CA6266
09-Southtowns,,,Camp Road Phase II,4901 Camp Road,Hamburg,NY,42.7534660,-78.8574440,"16,000 SF medical office building","McGuire Development Co., Concept Construction",$2.5,2015,Completed,"McGuire, Bricks 2016",#CA6266
09-Southtowns,,,"Dock, The",3800 Hoover Road,Blasdell,NY,42.7819090,-78.8550910,Restaurant,Ellicott Development,$1.3,2016,Completed,Ellicott Dev,#CA6266
09-Southtowns,,,EduKids,3943 North Buffalo Road,Orchard Park,NY,42.7760040,-78.7447300,,"Kulbacks, Ellicott Dev",$2.0,2015,Completed,Ellicott Dev,#CA6266
09-Southtowns,,,Emerling Ford Inc.,150 S. Cascade Drive,Springville,NY,42.5055790,-78.6885010,"4,000 SF expansion",Picone Construction,$2.0,2016,Completed,Picone,#CA6266
09-Southtowns,,,Equestrian Facility,2442 N. Creek Road,Lakeview,NY,42.6966610,-78.9133890,"45-stall horse barn, utlity improvements, drive and parking",Kelco Construction Management Inc. ,$1.2,2016,Completed,Kelco,#CA6266
09-Southtowns,,,Erie County Fairgrounds,Agricultural Discovery Center,Hamburg,NY,42.7378520,-78.8140620,"60,000 SF agricultural building","Kelco Construction Management Inc, Nussbaumer & Clarke",$6.0,2014,Completed,Kelco,#CA6266
09-Southtowns,,,Father Baker Manor,6400 Powers Road,Orchard Park,NY,42.7343360,-78.7525550,Alterations,"Telco Construction, Catholic Health",$1.3,2016,Completed,Catholic Health,#CA6266
09-Southtowns,,,Frontier High School Library Media Center,4432 Bayview Road,Hamburg,NY,42.7684720,-78.8312540,"Renovation of 5,500 SF library ","Young + Wright Architectural, Transit Construction Services",$2.5,2014,Completed,Bricks 2015,#CA6266
09-Southtowns,,,Gow School Rogers-Ivie Dormitory,2491 Emery Road,South Wales,NY,42.7086080,-78.5820860,"New construction of 16,500 SF dorm on Gow campus","Young + Wright Architectural, Kulback's Inc.",$3.2,2015,Completed,Bricks 2016,#CA6266
09-Southtowns,,,Harvest Hill Golf Course,3052 Old Transit Road,Orchard Park,NY,42.7831370,-78.6969190,"10,356 SF clubhouse, cart storage, pavilion",Lehigh Construction Group Inc.,$1.1,2013,Completed,Bricks 2014,#CA6266
09-Southtowns,,,Highland Hose Volunteer Fire Co.,1 George Nablo Parkway,Derby,NY,42.7030250,-78.9784870,"9,200 SF addition for training room and offices",North Evans Fire District,$2.4,2015,Completed,Town of Evans,#CA6266
09-Southtowns,,,Hobby Lobby,3701 McKinley Pkwy.,Hamburg,NY,42.7846990,-78.8088590,,Benderson Development Co. LLC,$1.5,2013,Completed,Benderson Development Co. LLC,#CA6266
09-Southtowns,,,Iroquois Central Schools Excel Project ,2111 Girdle Road,East Aurora,NY,42.8224590,-78.6059030,,"Gordon Jones, Campus Construction Management",$17.2,2013,Completed,Iroqouis CSD,#CA6266
09-Southtowns,,,K&H Industries Inc.,160 Grimsby Drive,Hamburg,NY,42.7307900,-78.8421740,"Company headquarters, manufacturing, warehouse/distribution",Grimsview Properties LLC,$1.3,2013,Completed,Ham-town,#CA6266
09-Southtowns,,,Knee Deep Holdings LLC,10 Centre Drive,Orchard Park,NY,42.7680990,-78.7679030,"Renovation of 112,000 SF facility for manufacturing dental products",,$4.2,2015,Completed,ECIDA,#CA6266
09-Southtowns,,,LA Fitness,3701 McKinley Pkwy.,Hamburg,NY,42.7846990,-78.8088590,Fitness center,,$2.9,2014,Completed,Hamburg IDA,#CA6266
09-Southtowns,,,Lackawanna Homes,Scattered through First Ward,Lackawanna,NY,42.8245070,-78.8445630,47 rent-to-own single-family homes and community center,NRP Contractors LLC,$9.6,2015,Completed,Lackawanna IDA,#CA6266
09-Southtowns,,,New Era Cap Co.,8061 Erie Road,Derby,NY,42.6657090,-79.0282790,Consolidation into one manufacturing plant,LPCiminelli,$3.2,2015,Completed,ECIDA,#CA6266
09-Southtowns,,,North Forest Building 5,4335 Southwestern Blvd.,Hamburg,NY,42.7657860,-78.8200380,Multi-tenant office building,North Forest Development LLC,$1.3,2015,Completed,Hamburg IDA,#CA6266
09-Southtowns,,,North Forest Building 7,4335 Southwestern Blvd.,Hamburg,NY,42.7657860,-78.8200380,Multi-tenant office building,North Forest Development LLC,$1.2,2014,Completed,Hamburg IDA,#CA6266
09-Southtowns,,,Northwest Savings Bank,3858 N. Buffalo Road,Orchard Park,NY,42.7785480,-78.7459940,,"Lamparelli Construction Co., Ellicott Dev",$1.2,2016,Completed,Ellicott Dev,#CA6266
09-Southtowns,,,Olive Garden,3701 McKinley Pkwy.,Hamburg,NY,42.7846990,-78.8088590,Restaurant,Buffalo Construction Inc.,$1.1,2015,Completed,Hamburg IDA,#CA6266
09-Southtowns,,,Omni Pain and Wellness Center,4901 Camp Road,Hamburg,NY,42.7534660,-78.8574440,Multi-tenant office building,Concept Construction Corp.,$1.0,2015,Completed,Hamburg IDA,#CA6266
09-Southtowns,,,Orchard Fresh,4050 N. Buffalo Road,Orchard Park,NY,42.7723730,-78.7474240,Construction of new supermarket,"Benderson Development Co. LLC, Concept Construction",$5.0,2013,Completed,Tops,#CA6266
09-Southtowns,,,Orchard Housing,276 Waverly St.,Springville,NY,42.5012720,-78.6878190,42-unit senior housing complex,"People Inc, Calamar Construction ",$5.3,2013,Completed,"Bricks 2014, People",#CA6266
09-Southtowns,,,Pine Hills Fresh Foods Inc.,4233 Lake Ave.,Hamburg,NY,42.7966320,-78.8217530,,Russo Development,$1.9,2015,Completed,Ham-town,#CA6266
09-Southtowns,,,RH LAP LLC,4271 Lake Ave.,Hamburg,NY,42.7954100,-78.8187730,"Renovation of 108,000 SF multi-tenant building",Reger Holdings LLC,$4.0,2014,Completed,Hamburg IDA,#CA6266
09-Southtowns,,,Ruben Santiago-Hudson Fine Arts Learning Center,168 Roland Ave.,Lackawanna,NY,42.8116350,-78.8258950,,Telco Construction,$1.0,2014,Completed,Lackawanna IDA,#CA6266
09-Southtowns,,,Sonwil Distribution Center ,4900 North America Drive,West Seneca,NY,42.8428410,-78.7280790,Equipment installation in West Seneca and Elma facilities,Sonwil  Distribution,$2.9,2013,Completed,ECIDA,#CA6266
09-Southtowns,,,Southtowns Ambulatory Surgery Center,5959 Big Tree Road,Orchard Park,NY,42.7598170,-78.7618870,Establish jointly operated multi-specialty ambulatory surgery Center,"Kaleida Health, The Krog Group",$2.7,2016,Completed,Kaleida,#CA6266
09-Southtowns,,,St. Francis Field House,4129 Lakeshore Road,Hamburg,NY,42.7706210,-78.8639430,Field house and sports facilities,R&P Oak Hill Development LLC,$1.4,2015,Completed,Hamburg IDA,#CA6266
09-Southtowns,,,Sustainable BioPower LLC,2900 North America Drive,West Seneca,NY,42.8489160,-78.7342400,"Construction of 2,000 SF renewable energy facility",,$5.0,2013,Completed,ECIDA,#CA6266
09-Southtowns,,,TexWeb Inc./Petrolift,8698 S. Main St.,Eden,NY,42.6492700,-78.8992210,Renovation of existing facility,,$1.6,2015,Completed,ECIDA,#CA6266
09-Southtowns,,,Tops Markets LLC,800 Harlem Road,West Seneca,NY,42.8660820,-78.7884060,Supermarket renovations,"Benderson Development Co. LLC, Concept Construction",$1.4,2016,Completed,Tops,#CA6266
09-Southtowns,,,Tops Plaza Hamburg,4250 McKinley Pkwy.,Hamburg,NY,42.7683340,-78.8127590,"28,000 SF retail addition",Benderson Development Co. LLC,$5.0,2014,Completed,Benderson Development Co. LLC,#CA6266
09-Southtowns,,,Town of Hamburg Community Center,4740 Southwestern Blvd.,Hamburg,NY,42.7564020,-78.8415260,Community center for teens and job training,Town of Hamburg,$2.5,2015,Completed,Hamburg IDA,#CA6266
09-Southtowns,,,Upstate Niagara Cooperative,3300 North America Drive,West Seneca,NY,42.8489020,-78.7326340,"8,600 SF addition to dairy facility",,$2.9,2014,Completed,ECIDA,#CA6266
09-Southtowns,,,Walnut Housing,804 Union Road,West Seneca,NY,42.8220710,-78.7529680,47-unit senior housing complex on former Houghton campus,"People Inc, Young Development",$6.1,2014,Completed,People Inc.,#CA6266
09-Southtowns,,,Welded Tube USA,2537 Hamburg Turnpike,Lackawanna,NY,42.8161050,-78.8461770,"112,000 SF high speed steel pipe manufacturing plant, brownfield redevelopment",The Krog Group,$11.0,2013,Completed,"Bricks 2014, Krog",#CA6266
09-Southtowns,,,West Herr Subaru,3559 Southwestern Blvd.,Orchard Park,NY,42.7849980,-78.7630250,,Resetartis Construction,$1.0,2015,Completed,OP-town,#CA6266
09-Southtowns,,,WNY Immediate Care,5793 South Park Ave.,Hamburg,NY,42.7390970,-78.8261220,Pediatric urgent-care center,Exigence,$3.5,2015,Completed,Hamburg IDA,#CA6266
09-Southtowns,,,Woods at Grey Cliff Subdivision,South Creek Road,Derby,NY,42.7104060,-78.9678210,"Phase I of 25 single-family homes (1,400-2,500SF) ranging from $190,000 to $270,000",Anthony J. Colucci Jr.,$6.0,2015,Completed,Evans Town,#CA6266
09-Southtowns,,,Worldwide Protective Products,4255 McKinley Parkway,Hamburg,NY,42.7683050,-78.8092880,"Company headquarters, light assembly, warehouse/distribution",Worldwide Protective Products,$4.5,2013,Completed,Ham-town,#CA6266
09-Southtowns,,,2220 Southwestern Blvd.,2220 Southwestern Blvd.,Orchard Park,NY,42.8109570,-78.7204820,"Restaurant, retail",,$1.2,2016,Under,,#009770
09-Southtowns,,,AdPro Sports Training Facility,One Bills Drive,Orchard Park,NY,42.7732660,-78.7858570,Upgrades to Buffalo Bills fieldhouse,LPCiminelli Inc.,$4.7,2016,Under,LPCiminelli Inc.,#009770
09-Southtowns,,,Amos Zittel & Sons Inc.,3275 Webster Road,Eden,NY,42.6853970,-78.8698430,Rebuild 2 acres of greenhouse destroyed by snowstorm,New York Power Authority,$2.5,2017,Under,NY Power Authority,#009770
09-Southtowns,,,Big Tree Volunteer Fire Company,4112 South Park Ave.,Hamburg,NY,42.7853510,-78.8238000,"19,675 SF fire station",Concept Construction Corp.,$3.2,2016,Under,Concept,#009770
09-Southtowns,,,Buffalo Community Federal Credit Union,3041 Orchard Park Road,Orchard Park,NY,42.8026890,-78.7541500,,,$2.4,2016,Under,OP-town,#009770
09-Southtowns,,,CCS Oncology,3021 Orchard Park Road,Orchard Park,NY,42.8035530,-78.7530800,Medical offices,R&P Oak Hill Development LLC,$1.4,2016,Under,OP-town,#009770
09-Southtowns,,,Collins Correctional Facility,,Collins,NY,42.4879470,-78.9380940,Decommissioning aging water treatment system,"Mark Cerrone Inc., South Buffalo Electric Inc.",$1.9,2016,Under,Jim,#009770
09-Southtowns,,,Collins Correctional Facility,,Collins,NY,42.4875040,-78.9354370,Work on roofing and electrical system,"S&L Roofing & Sheetmetal, CIR Electrical Construction Corp.",$2.2,2017,Under,Jim,#009770
09-Southtowns,,,Iroquois Bar Corp.,155 Commerce Drive,Lackawanna,NY,42.8311210,-78.8463300,Expansion of rebar plant,,$1.0,2017,Under,ECIDA,#009770
09-Southtowns,,,Kaleida Health Ambulatory Surgery Center,5959 Big Tree Road,Orchard Park,NY,42.7598170,-78.7618870,Establish jointly operated multi-specialty ambulatory surgery Center,"The Krog Group., Kaleida Health",$3.4,2017,Under,Kaleida,#009770
09-Southtowns,,,Lackawanna Housing,,Lackawanna,NY,42.8205520,-78.8432690,"32 housing units, community center","CSS Construction, Community Services for the Developmentally Disabled Inc.",$6.0,2018,Under,CSS Construction,#009770
09-Southtowns,,,Maurice's ,3495 Amelia Drive,Orchard Park,NY,42.7899860,-78.7825010,Retail,,$1.2,2016,Under,OP-town,#009770
09-Southtowns,,,"Pleasant Acres West, Phase 2",43 Golden Crescent Way,Orchard Park,NY,42.7731860,-78.7598740,18 single-family homes,Forbes Capretto Homes,$6.0,2018,Under,Forbes,#009770
09-Southtowns,,,Ray Laks Honda,3590 Southwestern Blvd.,Orchard Park,NY,42.7842090,-78.7661580,,DR Chamberlain,$3.0,2016,Under,OP,#009770
09-Southtowns,,,Shell Fab & Design Inc.,3254 Clinton St.,West Seneca,NY,42.8590550,-78.7621650,Headquarters and manufacturing plant for countertop company,,$2.7,2017,Under,Jim,#009770
09-Southtowns,,,Uncle Bob's Self Storage,4445 Lake Ave.,Hamburg,NY,42.7962640,-78.8141610,Storage facility,Savarino Cos. LLC,$1.6,2016,Under,Hamburg IDA,#009770
09-Southtowns,,,Upstate Pharmacy headquarters,1900 North America Drive,West Seneca,NY,42.8474570,-78.7498780,"15,000 SF pharmaceutical dispensary",Concept Construction Corp.,$1.7,2016,Under,Jim,#009770
09-Southtowns,,,Village of Mission Hills,4543 Camp Road,Hamburg,NY,42.7620110,-78.8611720,"Apartment complex, phase 2",Mission Hills Development Corp.,$3.6,2016,Under,Hamburg IDA,#009770
09-Southtowns,,,West Herr Toyota,4141 Southwestern Blvd.,Hamburg,NY,42.7705040,-78.8080490,Car dealership,Resetartis Construction,$3.4,2016,Under,Hamburg IDA,#009770
09-Southtowns,,,West Seneca Public Library,1300 Union Road,West Seneca,NY,42.8355170,-78.7538940,"Expansion, phase 1",,$2.8,2016,Under,Library,#009770
09-Southtowns,,,3900 North Buffalo Road,3900 North Buffalo Road,Orchard Park,NY,42.7772690,-78.7461810,Medical offices,Ellicott Development Co.,$5.2,2018,Z-Proposed,Ellicott Dev,#53578F
10-Eastern Suburbs,,,4225 Genesee,4225 Genesee St.,Cheektowaga,NY,42.9312410,-78.7299210,"Renovation of office building, buildout of 15,100 SF Class A space",McGuire Development Co.,$1.2,2016,Completed,McGuire Development,#CA6266
10-Eastern Suburbs,,,A-Loft Hotel,4219 Genesee St.,Cheektowaga,NY,42.9294150,-78.7303120,,Kulback's Construction,$6.6,2013,Completed,Cheektown,#CA6266
10-Eastern Suburbs,,,Accounting Group of WNY,5780 Seneca St.,Elma,NY,42.8268020,-78.6940830,"6,300 SF office building",Lauer-Manguso & Associates A/E,$1.0,2014,Completed,Bricks 2015,#CA6266
10-Eastern Suburbs,,,API Heat Transfer Inc.,2777 Walden Ave.,Cheektowaga,NY,42.9077680,-78.7340150,"6,000 SF, 2-story addition, corporate HQ renovation",The Krog Group,$2.0,2015,Completed,"ECIDA, Krog",#CA6266
10-Eastern Suburbs,,,Apple store remodel,Walden Galleria,Cheektowaga,NY,42.9128700,-78.7628850,,,$2.8,2015,Completed,Cheektown,#CA6266
10-Eastern Suburbs,,,Billy Beez,Walden Galleria,Cheektowaga,NY,42.9128700,-78.7628850,Tenant fit-out,,$1.6,2015,Completed,Cheektown,#CA6266
10-Eastern Suburbs,,,Buffalo Vascular Center,6337 Transit Road,Lancaster,NY,42.9284170,-78.6963310,"6,810 Sf medical office building",Optima Design & Engineering PLLC,$4.0,2013,Completed,Lan-town,#CA6266
10-Eastern Suburbs,,,Cameron International Corp.,3101 Broadway,Cheektowaga,NY,42.9017430,-78.7614500,Expansion of testing station and installation of new cooling tower,,$6.6,2015,Completed,ECIDA,#CA6266
10-Eastern Suburbs,,,Continental Service Group/ConServe,201 Como Park Blvd.,Cheektowaga,NY,42.8930700,-78.7496230,Expansion of collection operations,,$1.4,2015,Completed,ECIDA,#CA6266
10-Eastern Suburbs,,,Courtyard by Marriott,4265 Genesee St.,Cheektowaga,NY,42.9301950,-78.7282650,,,$6.5,2013,Completed,Cheektown,#CA6266
10-Eastern Suburbs,,,Dave & Buster's,Walden Galleria,Cheektowaga,NY,42.9128700,-78.7628850,Store fit-out,,$3.7,2015,Completed,Cheektown,#CA6266
10-Eastern Suburbs,,,Dollar General,122 S. Main St.,Holland,NY,42.6394220,-78.5378190,"9,100 SF store","CSS Construction, David Pawlik, Russell Kyte",$1.2,2013,Completed,CSS,#CA6266
10-Eastern Suburbs,,,Frey the Wheelman,Dick Road,Cheektowaga,NY,42.9130370,-78.7336230,Truck-repair center relocates from Buffalo,,$1.1,2014,Completed,Jim,#CA6266
10-Eastern Suburbs,,,Garrett Leather Corp.,75 Boxwood Lane,Cheektowaga,NY,42.8704330,-78.7444900,"Acquistion and equipment of 80,000 SF ",,$4.1,2016,Completed,ECIDA,#CA6266
10-Eastern Suburbs,,,Gordon Cos. Inc.,525 Duke Road,Cheektowaga,NY,42.9036730,-78.7616260,"Renovation of 93,000 SF manufacturing building",Gordon Cos.,$1.6,2013,Completed,ECIDA,#CA6266
10-Eastern Suburbs,,,Gordon Cos. Inc.,2331 Union Road,Cheektowaga,NY,42.8751500,-78.7520080,Rebuiding of company warehouse destroyed by severe weather,,$1.8,2015,Completed,ECIDA,#CA6266
10-Eastern Suburbs,,,Greater Buffalo Veterinary Clinic,4821 Genessee St.,Cheektowaga,NY,42.9361480,-78.7068350,"14,000 sf emergency vet clinic",Kulback's Construction,$4.8,2013,Completed,Jim,#CA6266
10-Eastern Suburbs,,,Greenfield Terrace,5949 Broadway,Lancaster,NY,42.8913690,-78.6314860,"4-pod assisted living facility, 12 bedrooms in each pod",R&P Oak Hill Development LLC,$5.6,2013,Completed,Lan-town,#CA6266
10-Eastern Suburbs,,,Hampton Inn,49 Olean Road,East Aurora,NY,42.7660890,-78.6084820,Renovation of Hampton Inn,,$9.3,2013,Completed,ECIDA,#CA6266
10-Eastern Suburbs,,,Harper International Corp.,2475 George Uran Blvd.,Depew,NY,42.9153530,-78.7205130,Acquistion of former Quebecor building for use as manufacturing plant,,$5.5,2016,Completed,ECIDA,#CA6266
10-Eastern Suburbs,,,Hobby Lobby,6729 Transit Road,Lancaster,NY,42.9558570,-78.6949660,,Benderson Development Co. LLC,$1.3,2013,Completed,Benderson Development Co. LLC,#CA6266
10-Eastern Suburbs,,,Holiday Inn Express,83 Anderson Road,Cheektowaga,NY,42.9067190,-78.7706510,,Eastern Hospitality Advisors,$7.5,2014,Completed,Bricks 2015,#CA6266
10-Eastern Suburbs,,,Holy Sepulchre Mausoleum,3063 Harlem Road,Cheektowaga,NY,42.9271740,-78.7780930,Cemetery expansion,Cold Spring Granite,$1.0,2013,Completed,Cheektown,#CA6266
10-Eastern Suburbs,,,Hospice Buffalo Mitchell Campus,225 Como Park Blvd.,Cheektowaga,NY,42.8916150,-78.7485820,Renovation and upgrade of 22 patient rooms,"Lehigh Construction Group Inc., Hamilton Houston Lownie Architects LLC",$6.8,2014,Completed,Bricks 2015,#CA6266
10-Eastern Suburbs,,,Jiffy-Tite,4437 Walden Ave.,Lancaster,NY,42.9259840,-78.6017700,"6,200 SF plant addition",Kulback's Inc.,$1.3,2014,Completed,Lan-town,#CA6266
10-Eastern Suburbs,,,Johnny's Burger Factory,Walden Galleria,Cheektowaga,NY,42.9128700,-78.7628850,"Prototype for Johnny Rockets chain, first Johnny's Burger Factory in U.S.",,$1.0,2015,Completed,Jim,#CA6266
10-Eastern Suburbs,,,Lancaster Depew Baseball Facility,175 Pavement Road,Lancaster,NY,42.9046170,-78.6153780,Indoor baseball training center,Lancaster Depew Baseball,$1.5,2014,Completed,Lancaster Town,#CA6266
10-Eastern Suburbs,,,Lancaster Police & Court Building,525 Pavement Road,Lancaster,NY,42.9292980,-78.6202570,"26,928 SF town building",Javen Construction,$6.1,2014,Completed,Lancaster Town,#CA6266
10-Eastern Suburbs,,,McDonalds,4993 Transit Road,Lancaster,NY,42.8834850,-78.6963470,"3,905 SF McDonald's Restaurant",Mulvey Construction Inc.,$1.1,2014,Completed,Lancaster Town,#CA6266
10-Eastern Suburbs,,,Microsoft store,Walden Galleria,Cheektowaga,NY,42.9128700,-78.7628850,,Pryamid Cos.,$3.5,2013,Completed,,#CA6266
10-Eastern Suburbs,,,Millennium Hotel Buffalo,2040 Walden Ave.,Cheektowaga,NY,42.9095650,-78.7604460,Renovations to 90 guestrooms,Millennium Hotel Buffalo,$5.5,2014,Completed,ECIDA,#CA6266
10-Eastern Suburbs,,,Motorola plant,611 Jamison Road,Elma,NY,42.8073410,-78.6389940,Renovation of former Motorola plant,Sonwil Distribution Center,$7.8,2013,Completed,ECIDA,#CA6266
10-Eastern Suburbs,,,Noco Express Mart,4221 Walden Ave.,Lancaster,NY,42.9238480,-78.6211370,"6,383 SF gas station,  convenience store, restaurant",Kulback's Construction,$1.5,2013,Completed,Lancaster Town,#CA6266
10-Eastern Suburbs,,,Orville's Appliance Store,4733 William St.,Lancaster,NY,42.8797790,-78.6948160,"11,358 SF store",Kulback's Inc.,$1.2,2013,Completed,Lancaster Town,#CA6266
10-Eastern Suburbs,,,Parklane Apartments II,4845 Transit Road,Depew,NY,42.8736810,-78.6962970,7 apartment buildings and clubhouse,GC: Regent Contracting  Corp.,$8.2,2015,Completed,Lancaster Town,#CA6266
10-Eastern Suburbs,,,Reliant Pharmacy,4114 Union Road,Cheektowaga,NY,42.9260370,-78.7545810,"Renovation of 7,500 SF building into medical equipment and pharmacy building",McGuire Development Co.,$1.1,2014,Completed,McGuire,#CA6266
10-Eastern Suburbs,,,Russells The Grand Hotel,6675 Transit Road,Lancaster,NY,42.9527510,-78.6947320,Fifth floor addition to hotel,Jim's Electric & General Construction,$1.0,2013,Completed,Lancaster Town,#CA6266
10-Eastern Suburbs,,,Seneca Mortgage Servicing LLC,611 Jamison Road,Elma,NY,42.8073410,-78.6389940,Renovations of Jamison Business Park for call center,,$2.5,2015,Completed,ECIDA,#CA6266
10-Eastern Suburbs,,,Sisters of Charity-St. Joseph Campus,2605 Harlem Road,Cheektowaga,NY,42.9143420,-78.7823230,Ambulatory surgery consolidation/expansion,"Catholic Health, R&P Oak Hill",$5.2,2014,Completed,Catholic Health,#CA6266
10-Eastern Suburbs,,,St. Joseph's Hospital,2605 Harlem Road,Cheektowaga,NY,42.9143420,-78.7823230,Hospital renovations ,R&P Oak Hill Development ,$1.0,2013,Completed,Cheektown,#CA6266
10-Eastern Suburbs,,,Tops Markets LLC,6363 Transit Road,Depew,NY,42.9308130,-78.6942560,Supermarket renovations,"Benderson Development Co. LLC, Concept Construction",$1.5,2016,Completed,Tops,#CA6266
10-Eastern Suburbs,,,Tops Markets LLC,123 Grey St.,East Aurora,NY,42.7656050,-78.6341830,Supermarket renovations,"Benderson Development Co. LLC, Concept Construction",$1.3,2015,Completed,Tops,#CA6266
10-Eastern Suburbs,,,Walden Distribution Center,2495 Broadway,Cheektowaga,NY,42.9007960,-78.7817560,"78,000 SF, 13,000 SF buildings",Benderson Development Co. LLC,$7.5,2016,Completed,Benderson Development Co. LLC,#CA6266
10-Eastern Suburbs,,,Westwood Park,Pavement Road,Lancaster ,NY,42.9050810,-78.6176730,"Town of Lancaster 16,00 SF indoor practice facility",Kulback's Inc. and Tedesco,$1.6,2013,Completed,Lan-town,#CA6266
10-Eastern Suburbs,,,Benderson Multi-tenant warehouse,135 Buell Road,Cheektowaga,NY,42.9286340,-78.7391680,"100,035 SF warehouse",Benderson Development Co. LLC,$3.0,2016,Under,Cheektown,#009770
10-Eastern Suburbs,,,Benderson warehouse,Buell Avenue,Cheektowaga,NY,42.9267480,-78.7387690,"100,000 SF warehouse/light manufacturing building",Benderson Development Co. LLC,$5.4,2017,Under,Jim,#009770
10-Eastern Suburbs,,,Calspan Corp.,4455 Genesee St.,Cheektowaga,NY,42.9323020,-78.7240370,"60,000 SF crash test facility",Calspan Corp.,$7.0,2017,Under,"Jim, Matrix",#009770
10-Eastern Suburbs,,,City Mattress,4970 Transit Road,Cheektowaga,NY,42.8819500,-78.6969330,,Kulback's Construction,$1.9,2016,Under,Cheektown,#009770
10-Eastern Suburbs,,,"Creekside, Phase II ",Juniper Boulevard,Lancaster,NY,42.9267580,-78.6603310,24 new home sites,Marrano/Marc Equity Corp.,$7.2,2016,Under,Marrano/Marc Equity Corp.,#009770
10-Eastern Suburbs,,,Dollar General warehouse,101 French Road,Cheektowaga,NY,42.8651430,-78.7518540,,,$4.0,2016,Under,Cheektown,#009770
10-Eastern Suburbs,,,Edgewater Apartments,5828 Broadway,Lancaster,NY,42.8955200,-78.6425610,130 apartments,Young Development,$3.4,2016,Under,Lancaster Town,#009770
10-Eastern Suburbs,,,Fairways at Lancaster,5360 Genesee St.,Lancaster,NY,42.9440850,-78.6793430,4 multi-unit buildings for seniors,Spoleta Construction,$3.2,2016,Under,Lancaster Town,#009770
10-Eastern Suburbs,,,"Hidden Pines, Phase 2",14 Silent Meadow Lane,Lancaster,NY,42.8694370,-78.6719600,22 single-family lots and homes,Forbes Capretto Homes,$7.0,2016,Under,Forbes,#009770
10-Eastern Suburbs,,,Holland Central School District,103 Canada St.,Holland,NY,42.6456800,-78.5396340,"Various renovations and upgrades in schools, K-12",Turner Construction Co.,$5.6,2018,Under,Turner,#009770
10-Eastern Suburbs,,,Made in America store,1000 W. Maple Ct.,Elma,NY,42.7945200,-78.6245770,Expansion,,$1.1,2016,Under,Dave,#009770
10-Eastern Suburbs,,,Niagara Metals,3035 Union Road,Cheektowaga,NY,42.8958670,-78.7534000,"15,000 SF and 450 SF new buildings",Mulvey Construction Inc.,$2.0,2016,Under,Cheektown,#009770
10-Eastern Suburbs,,,Superior Pallets,3981 Walden Ave.,Lancaster,NY,42.9201750,-78.6441290,,Kulback's Construction,$4.9,2016,Under,,#009770
10-Eastern Suburbs,,,Tim Hortons Café & Bake Shop,829 Dick Road,Cheektowaga,NY,42.9252460,-78.7417420,Demolish existing restaurant and build new Tim Hortons,,$4.0,2017,Under,Town of Cheektowaga/Jim,#009770
10-Eastern Suburbs,,,Transit Road apartments,4814-5060 Transit Road,Cheektowaga,NY,42.8712630,-78.6976710,,,$3.6,2016,Under,Cheektown,#009770
10-Eastern Suburbs,,,Truck terminal,6500 Transit Road,Cheektowaga,NY,42.9394150,-78.6984760,"Truck terminal, office, restaurant",,$2.5,2016,Under,Cheektown,#009770
10-Eastern Suburbs,,,Wegmans wine store,4944-4968 Transit Road,Cheektowaga,NY,42.8818040,-78.6992240,,,$2.5,2016,Under,Cheektown,#009770
10-Eastern Suburbs,,,Winnomotive Properties,4304 Walden Ave.,Lancaster,NY,42.9281510,-78.6115790,"9,600 SF addition",DR Chamberlain,$3.0,2016,Under,Lancaster Town,#009770
10-Eastern Suburbs,,,Concourse Center Phase II,4039 Genesee St.,Cheektowaga,NY,42.9295920,-78.7348280,"Planned 48,000 SF warehouse",McGuire Development Co.,$3.1,2018,Z-Proposed,"McGuire, Jim",#53578F
11-Niagara Falls,,,Amdor,Vantage International Pointe,Sanborn,NY,43.1184080,-78.9182140,"Construction of 20,000 SF distribution center for Canadian company",xxxx,$2.0,2014,Completed,NCIDA,#CA6266
11-Niagara Falls,,,Bed Bath & Beyond/Petco,1520 Military Rd.,Niagara Falls,NY,43.0933670,-78.9747560,"114,000 sf retail",,$5.0,2014,Completed,NFalls-City,#CA6266
